"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.176",44316,"41.177.202.202",53,2,321,1,89,1,232,23.61868,0.00015399999999843317,0,0
"41.177.26.176",44317,"41.177.202.202",53,2,321,1,89,1,232,23.619634,0.0001409999999992806,0,0
"41.177.26.176",44318,"41.177.202.202",53,2,299,1,91,1,208,23.627657,0.00017199999999917281,0,0
"41.177.26.176",44319,"41.177.202.202",53,2,321,1,89,1,232,23.628223,0.00015000000000142677,0,0
"41.177.26.176",44321,"41.177.202.202",53,2,321,1,89,1,232,23.629129,0.0001490000000003988,0,0
"41.177.26.176",44320,"41.177.202.202",53,2,299,1,91,1,208,23.629168,0.00014799999999937086,0,0
"41.177.26.176",44322,"41.177.202.202",53,2,321,1,89,1,232,23.630223,0.00013200000000068712,0,0
"41.177.26.176",44323,"41.177.202.202",53,2,321,1,89,1,232,23.631276,0.00015499999999946112,0,0
"41.177.26.176",44324,"41.177.202.202",53,2,319,1,87,1,232,23.769196,0.00018999999999991246,0,0
"41.177.26.176",44325,"41.177.202.202",53,2,346,1,90,1,256,23.797514,0.00015000000000142677,0,0
"41.177.26.176",44326,"41.177.202.202",53,2,319,1,87,1,232,23.798065,0.00013799999999974943,0,0
"41.177.26.176",44327,"41.177.202.202",53,2,319,1,87,1,232,23.798946,0.00013500000000021828,0,0
"41.177.26.176",44328,"41.177.202.202",53,2,319,1,87,1,232,23.814703,0.0001239999999995689,0,0
"41.177.26.176",44329,"41.177.202.202",53,2,346,1,90,1,256,23.819551,0.00014799999999937086,0,0
"41.177.26.176",44330,"41.177.202.202",53,2,319,1,87,1,232,23.820132,0.00013899999999722468,0,0
"41.177.26.176",44331,"41.177.202.202",53,2,319,1,87,1,232,23.821396,0.00013600000000124624,0,0
"41.177.26.176",44332,"41.177.202.202",53,2,319,1,87,1,232,23.829375,0.0001200000000025625,0,0
"41.177.26.176",44333,"41.177.202.202",53,2,346,1,90,1,256,23.832184,0.00013399999999919032,0,0
"41.177.26.176",44334,"41.177.202.202",53,2,319,1,87,1,232,23.832839,0.00014200000000030855,0,0
"41.177.26.176",44335,"41.177.202.202",53,2,319,1,87,1,232,23.833687,0.00013399999999919032,0,0
"41.177.26.176",44336,"41.177.202.202",53,2,404,1,89,1,315,24.061364,0.00017899999999926308,0,0
"41.177.26.176",44337,"41.177.202.202",53,2,390,1,98,1,292,24.062138,0.00015699999999796432,0,0
"41.177.26.176",44338,"41.177.202.202",53,2,390,1,98,1,292,24.063164,0.00014399999999881175,0,0
"41.177.26.176",44339,"41.177.202.202",53,2,404,1,89,1,315,24.067758,0.0001529999999974052,0,0
"41.177.26.176",44340,"41.177.202.202",53,2,390,1,98,1,292,24.068346,0.00014700000000189561,0,0
"41.177.26.176",44341,"41.177.202.202",53,2,390,1,98,1,292,24.0692,0.00014200000000030855,0,0
"41.177.26.176",44342,"41.177.202.202",53,2,451,1,91,1,360,24.084019,0.00017499999999870397,0,0
"41.177.26.176",44343,"41.177.202.202",53,2,634,1,81,1,553,24.084578,0.00020199999999803708,0,0
"41.177.26.176",44344,"41.177.202.202",53,2,634,1,81,1,553,24.085781,0.00020100000000056184,0,0
"41.177.26.176",44345,"41.177.202.202",53,2,404,1,89,1,315,24.100958,0.00017700000000075988,0,0
"41.177.26.176",44346,"41.177.202.202",53,2,390,1,98,1,292,24.10153,0.0001469999999983429,0,0
"41.177.26.176",44347,"41.177.202.202",53,2,390,1,98,1,292,24.102376,0.00013799999999974943,0,0
"41.177.26.176",44348,"41.177.202.202",53,2,404,1,89,1,315,24.108432,0.0001679999999986137,0,0
"41.177.26.176",44349,"41.177.202.202",53,2,390,1,98,1,292,24.109056,0.0001449999999998397,0,0
"41.177.26.176",44350,"41.177.202.202",53,2,390,1,98,1,292,24.109969,0.00015000000000142677,0,0
"41.177.26.176",44351,"41.177.202.202",53,2,319,1,87,1,232,24.177817,0.00015799999999899228,0,0
"41.177.26.176",44352,"41.177.202.202",53,2,346,1,90,1,256,24.205232,0.00013400000000274304,0,0
"41.177.26.176",44353,"41.177.202.202",53,2,319,1,87,1,232,24.205839,0.00011999999999900979,0,0
"41.177.26.176",44354,"41.177.202.202",53,2,319,1,87,1,232,24.206966,0.0001529999999974052,0,0
"41.177.26.176",44355,"41.177.202.202",53,2,319,1,87,1,232,24.208999,0.00014700000000189561,0,0
"41.177.26.176",44356,"41.177.202.202",53,2,319,1,87,1,232,24.222807,0.00015199999999992997,0,0
"41.177.26.176",44357,"41.177.202.202",53,2,346,1,90,1,256,24.22749,0.00015499999999946112,0,0
"41.177.26.176",44358,"41.177.202.202",53,2,319,1,87,1,232,24.228046,0.0001409999999992806,0,0
"41.177.26.176",44359,"41.177.202.202",53,2,319,1,87,1,232,24.22903,0.0001449999999998397,0,0
"41.177.26.176",44360,"41.177.202.202",53,2,346,1,90,1,256,24.236644,0.00014400000000236446,0,0
"41.177.26.176",44361,"41.177.202.202",53,2,319,1,87,1,232,24.237187,0.00012900000000115597,0,0
"41.177.26.176",44362,"41.177.202.202",53,2,319,1,87,1,232,24.237206,0.00015699999999796432,0,0
"41.177.26.176",44363,"41.177.202.202",53,2,319,1,87,1,232,24.238102,0.00013299999999816237,0,0
"41.177.26.176",44364,"41.177.202.202",53,2,346,1,90,1,256,24.240919,0.00015699999999796432,0,0
"41.177.26.176",44365,"41.177.202.202",53,2,319,1,87,1,232,24.241476,0.0001490000000003988,0,0
"41.177.26.176",44366,"41.177.202.202",53,2,319,1,87,1,232,24.242993,0.00013600000000124624,0,0
"41.177.26.176",44367,"41.177.202.202",53,2,319,1,87,1,232,24.257467,0.0001390000000007774,0,0
"41.177.26.176",44368,"41.177.202.202",53,2,346,1,90,1,256,24.26134,0.00017000000000066962,0,0
"41.177.26.176",44369,"41.177.202.202",53,2,319,1,87,1,232,24.261999,0.0001370000000022742,0,0
"41.177.26.176",44370,"41.177.202.202",53,2,319,1,87,1,232,24.262956,0.00017100000000169757,0,0
"41.177.26.176",44371,"41.177.202.202",53,2,319,1,87,1,232,24.270903,0.00014600000000086766,0,0
"41.177.26.176",44372,"41.177.202.202",53,2,346,1,90,1,256,24.274671,0.00014599999999731494,0,0
"41.177.26.176",44373,"41.177.202.202",53,2,319,1,87,1,232,24.275312,0.00013600000000124624,0,0
"41.177.26.176",44374,"41.177.202.202",53,2,319,1,87,1,232,24.276305,0.00014200000000030855,0,0
"41.177.26.176",44375,"41.177.202.202",53,2,319,1,87,1,232,24.319805,0.00014000000000180535,0,0
"41.177.26.176",44376,"41.177.202.202",53,2,404,1,89,1,315,24.338815,0.00018599999999935335,0,0
"41.177.26.176",44377,"41.177.202.202",53,2,390,1,98,1,292,24.339609,0.00016800000000216642,0,0
"41.177.26.176",44378,"41.177.202.202",53,2,390,1,98,1,292,24.340576,0.00016500000000263526,0,0
"41.177.26.176",44379,"41.177.202.202",53,2,346,1,90,1,256,24.347947,0.00015900000000002024,0,0
"41.177.26.176",44380,"41.177.202.202",53,2,319,1,87,1,232,24.348562,0.00013799999999974943,0,0
"41.177.26.176",44381,"41.177.202.202",53,2,319,1,87,1,232,24.349443,0.00010800000000088517,0,0
"41.177.26.176",44382,"41.177.202.202",53,2,319,1,87,1,232,24.384677,0.00014799999999937086,0,0
"41.177.26.176",44383,"41.177.202.202",53,2,346,1,90,1,256,24.388044,0.00015600000000048908,0,0
"41.177.26.176",44384,"41.177.202.202",53,2,319,1,87,1,232,24.388685,0.0001370000000022742,0,0
"41.177.26.176",44385,"41.177.202.202",53,2,319,1,87,1,232,24.389576,0.00015900000000002024,0,0
"41.177.26.176",44386,"41.177.202.202",53,2,319,1,87,1,232,24.398981,0.00013000000000218392,0,0
"41.177.26.176",44387,"41.177.202.202",53,2,346,1,90,1,256,24.402455,0.00013500000000021828,0,0
"41.177.26.176",44388,"41.177.202.202",53,2,319,1,87,1,232,24.403102,0.00013399999999919032,0,0
"41.177.26.176",44389,"41.177.202.202",53,2,319,1,87,1,232,24.404075,0.00015400000000198588,0,0
"41.177.26.176",44390,"41.177.202.202",53,2,404,1,89,1,315,24.577223,0.00015499999999946112,0,0
"41.177.26.176",44391,"41.177.202.202",53,2,390,1,98,1,292,24.577884,0.00013799999999974943,0,0
"41.177.26.176",44392,"41.177.202.202",53,2,390,1,98,1,292,24.578775,0.00014799999999937086,0,0
"41.177.26.176",44393,"41.177.202.202",53,2,404,1,89,1,315,24.680728,0.00015000000000142677,0,0
"41.177.26.176",44394,"41.177.202.202",53,2,390,1,98,1,292,24.682386,0.00012500000000059686,0,0
"41.177.26.176",44395,"41.177.202.202",53,2,390,1,98,1,292,24.68357,0.0001430000000013365,0,0
"41.177.26.176",44396,"41.177.202.202",53,2,404,1,89,1,315,24.71101,0.00017399999999767601,0,0
"41.177.26.176",44397,"41.177.202.202",53,2,390,1,98,1,292,24.711976,0.00015000000000142677,0,0
"41.177.26.176",44398,"41.177.202.202",53,2,390,1,98,1,292,24.713008,0.00015900000000002024,0,0
"41.177.26.176",44399,"41.177.202.202",53,2,404,1,89,1,315,24.738362,0.0001600000000010482,0,0
"41.177.26.176",44400,"41.177.202.202",53,2,390,1,98,1,292,24.738973,0.00016899999999964166,0,0
"41.177.26.176",44401,"41.177.202.202",53,2,390,1,98,1,292,24.739839,0.0001640000000016073,0,0
"41.177.26.176",44402,"41.177.202.202",53,2,404,1,89,1,315,24.845473,0.00018000000000029104,0,0
"41.177.26.176",44403,"41.177.202.202",53,2,390,1,98,1,292,24.846101,0.0001619999999995514,0,0
"41.177.26.176",44404,"41.177.202.202",53,2,390,1,98,1,292,24.846987,0.0001660000000001105,0,0
"41.177.26.176",44405,"41.177.202.202",53,2,404,1,89,1,315,24.928738,0.00017000000000066962,0,0
"41.177.26.176",44406,"41.177.202.202",53,2,390,1,98,1,292,24.929417,0.00016699999999758575,0,0
"41.177.26.176",44407,"41.177.202.202",53,2,390,1,98,1,292,24.930293,0.00014400000000236446,0,0
"41.177.26.176",44408,"41.177.202.202",53,2,404,1,89,1,315,25.083388,0.00017100000000169757,0,0
"41.177.26.176",44409,"41.177.202.202",53,2,390,1,98,1,292,25.084056,0.0001469999999983429,0,0
"41.177.26.176",44410,"41.177.202.202",53,2,390,1,98,1,292,25.086191,0.00015400000000198588,0,0
"41.177.26.176",44411,"41.177.202.202",53,2,404,1,89,1,315,25.127163,0.00015799999999899228,0,0
"41.177.26.176",44412,"41.177.202.202",53,2,390,1,98,1,292,25.127919,0.00017500000000225668,0,0
"41.177.26.176",44413,"41.177.202.202",53,2,390,1,98,1,292,25.128947,0.00016300000000057935,0,0
"41.177.26.176",44414,"41.177.202.202",53,2,404,1,89,1,315,25.162702,0.00015400000000198588,0,0
"41.177.26.176",44415,"41.177.202.202",53,2,390,1,98,1,292,25.163332,0.00014399999999881175,0,0
"41.177.26.176",44416,"41.177.202.202",53,2,390,1,98,1,292,25.164268,0.0001390000000007774,0,0
"41.177.26.176",44417,"41.177.202.202",53,2,367,1,89,1,278,25.315651,0.00017700000000075988,0,0
"41.177.26.176",44418,"41.177.202.202",53,2,351,1,96,1,255,25.316663,0.00013600000000124624,0,0
"41.177.26.176",44419,"41.177.202.202",53,2,351,1,96,1,255,25.317906,0.00014999999999787406,0,0
"41.177.26.176",44420,"41.177.202.202",53,2,404,1,89,1,315,25.326593,0.00015499999999946112,0,0
"41.177.26.176",44421,"41.177.202.202",53,2,390,1,98,1,292,25.327481,0.00013400000000274304,0,0
"41.177.26.176",44422,"41.177.202.202",53,2,390,1,98,1,292,25.328591,0.0001600000000010482,0,0
"41.177.26.176",44423,"41.177.202.202",53,2,404,1,89,1,315,25.404114,0.0001619999999995514,0,0
"41.177.26.176",44424,"41.177.202.202",53,2,390,1,98,1,292,25.404745,0.00014600000000086766,0,0
"41.177.26.176",44425,"41.177.202.202",53,2,390,1,98,1,292,25.405697,0.00014399999999881175,0,0
"41.177.26.176",44426,"41.177.202.202",53,2,404,1,89,1,315,25.490909,0.0001660000000001105,0,0
"41.177.26.176",44427,"41.177.202.202",53,2,390,1,98,1,292,25.491889,0.0001490000000003988,0,0
"41.177.26.176",44428,"41.177.202.202",53,2,390,1,98,1,292,25.492969,0.00013400000000274304,0,0
"41.177.26.176",44429,"41.177.202.202",53,2,319,1,87,1,232,25.521057,0.0001409999999992806,0,0
"41.177.26.176",44430,"41.177.202.202",53,2,346,1,90,1,256,25.549475,0.0001529999999974052,0,0
"41.177.26.176",44431,"41.177.202.202",53,2,319,1,87,1,232,25.5501,0.00012900000000115597,0,0
"41.177.26.176",44432,"41.177.202.202",53,2,319,1,87,1,232,25.551035,0.00013799999999974943,0,0
"41.177.26.176",44433,"41.177.202.202",53,2,404,1,89,1,315,25.566786,0.00015499999999946112,0,0
"41.177.26.176",44434,"41.177.202.202",53,2,390,1,98,1,292,25.567729,0.0001619999999995514,0,0
"41.177.26.176",44435,"41.177.202.202",53,2,390,1,98,1,292,25.568916,0.00014799999999937086,0,0
"41.177.26.176",44436,"41.177.202.202",53,2,319,1,87,1,232,25.585996,0.00011299999999891952,0,0
"41.177.26.176",44437,"41.177.202.202",53,2,346,1,90,1,256,25.589236,0.00014799999999937086,0,0
"41.177.26.176",44438,"41.177.202.202",53,2,319,1,87,1,232,25.589789,0.00013500000000021828,0,0
"41.177.26.176",44439,"41.177.202.202",53,2,319,1,87,1,232,25.591257,0.0001390000000007774,0,0
"41.177.26.176",44440,"41.177.202.202",53,2,319,1,87,1,232,25.597158,0.0001449999999998397,0,0
"41.177.26.176",44441,"41.177.202.202",53,2,346,1,90,1,256,25.59991,0.0001639999999980546,0,0
"41.177.26.176",44442,"41.177.202.202",53,2,319,1,87,1,232,25.600482,0.0001449999999998397,0,0
"41.177.26.176",44443,"41.177.202.202",53,2,319,1,87,1,232,25.601422,0.00013500000000021828,0,0
"41.177.26.176",44444,"41.177.202.202",53,2,404,1,89,1,315,25.657354,0.00015799999999899228,0,0
"41.177.26.176",44445,"41.177.202.202",53,2,390,1,98,1,292,25.65841,0.0001469999999983429,0,0
"41.177.26.176",44446,"41.177.202.202",53,2,390,1,98,1,292,25.659543,0.00015400000000198588,0,0
"41.177.26.176",44447,"41.177.202.202",53,2,404,1,89,1,315,25.73533,0.00017199999999917281,0,0
"41.177.26.176",44448,"41.177.202.202",53,2,390,1,98,1,292,25.736411,0.000150999999998902,0,0
"41.177.26.176",44449,"41.177.202.202",53,2,390,1,98,1,292,25.738164,0.0001469999999983429,0,0
"41.177.26.176",44450,"41.177.202.202",53,2,404,1,89,1,315,25.844103,0.0001660000000001105,0,0
"41.177.26.176",44451,"41.177.202.202",53,2,390,1,98,1,292,25.845069,0.00015500000000301384,0,0
"41.177.26.176",44452,"41.177.202.202",53,2,390,1,98,1,292,25.846118,0.00014399999999881175,0,0
"41.177.26.176",44453,"41.177.202.202",53,2,319,1,87,1,232,25.859654,0.0001490000000003988,0,0
"41.177.26.176",44454,"41.177.202.202",53,2,346,1,90,1,256,25.887963,0.00014799999999937086,0,0
"41.177.26.176",44455,"41.177.202.202",53,2,319,1,87,1,232,25.888681,0.00014400000000236446,0,0
"41.177.26.176",44456,"41.177.202.202",53,2,319,1,87,1,232,25.889667,0.00015499999999946112,0,0
"41.177.26.176",44457,"41.177.202.202",53,2,404,1,89,1,315,25.89647,0.00016099999999852344,0,0
"41.177.26.176",44458,"41.177.202.202",53,2,390,1,98,1,292,25.897100000000002,0.00014399999999881175,0,0
"41.177.26.176",44459,"41.177.202.202",53,2,390,1,98,1,292,25.89798,0.00013799999999974943,0,0
"41.177.26.176",44460,"41.177.202.202",53,2,319,1,87,1,232,25.905819,0.00015399999999843317,0,0
"41.177.26.176",44461,"41.177.202.202",53,2,346,1,90,1,256,25.909174,0.0001299999999986312,0,0
"41.177.26.176",44462,"41.177.202.202",53,2,319,1,87,1,232,25.909753,0.00013100000000321188,0,0
"41.177.26.176",44463,"41.177.202.202",53,2,319,1,87,1,232,25.910604,0.00012300000000209366,0,0
"41.177.26.176",44464,"41.177.202.202",53,2,319,1,87,1,232,25.916354,0.0001490000000003988,0,0
"41.177.26.176",44465,"41.177.202.202",53,2,346,1,90,1,256,25.918745,0.00014799999999937086,0,0
"41.177.26.176",44466,"41.177.202.202",53,2,319,1,87,1,232,25.919274,0.00013699999999872148,0,0
"41.177.26.176",44467,"41.177.202.202",53,2,319,1,87,1,232,25.920569,0.0001409999999992806,0,0
"41.177.26.176",44468,"41.177.202.202",53,2,404,1,89,1,315,26.156106,0.00016899999999964166,0,0
"41.177.26.176",44469,"41.177.202.202",53,2,390,1,98,1,292,26.156868,0.00013600000000124624,0,0
"41.177.26.176",44470,"41.177.202.202",53,2,390,1,98,1,292,26.158353,0.0001469999999983429,0,0
"41.177.26.176",44471,"41.177.202.202",53,2,404,1,89,1,315,26.250916,0.00017400000000122873,0,0
"41.177.26.176",44472,"41.177.202.202",53,2,390,1,98,1,292,26.251897,0.00015199999999992997,0,0
"41.177.26.176",44473,"41.177.202.202",53,2,390,1,98,1,292,26.252918,0.00014599999999731494,0,0
"41.177.26.176",44474,"41.177.202.202",53,2,404,1,89,1,315,26.300214,0.00016300000000057935,0,0
"41.177.26.176",44475,"41.177.202.202",53,2,390,1,98,1,292,26.30085,0.0001469999999983429,0,0
"41.177.26.176",44476,"41.177.202.202",53,2,390,1,98,1,292,26.301791,0.0001449999999998397,0,0
"41.177.26.176",44477,"41.177.202.202",53,2,404,1,89,1,315,26.314044,0.00016300000000057935,0,0
"41.177.26.176",44478,"41.177.202.202",53,2,390,1,98,1,292,26.314763,0.00014200000000030855,0,0
"41.177.26.176",44479,"41.177.202.202",53,2,390,1,98,1,292,26.31565,0.00014199999999675583,0,0
"41.177.26.176",44480,"41.177.202.202",53,2,404,1,89,1,315,26.370442,0.00016499999999908255,0,0
"41.177.26.176",44481,"41.177.202.202",53,2,390,1,98,1,292,26.371068,0.00017399999999767601,0,0
"41.177.26.176",44482,"41.177.202.202",53,2,390,1,98,1,292,26.372007,0.00012900000000115597,0,0
"41.177.26.176",44483,"41.177.202.202",53,2,319,1,87,1,232,26.406201,0.0001490000000003988,0,0
"41.177.26.176",44484,"41.177.202.202",53,2,346,1,90,1,256,26.436797,0.0001600000000010482,0,0
"41.177.26.176",44485,"41.177.202.202",53,2,319,1,87,1,232,26.437442,0.0001239999999995689,0,0
"41.177.26.176",44486,"41.177.202.202",53,2,319,1,87,1,232,26.438331,0.00013799999999974943,0,0
"41.177.26.176",44487,"41.177.202.202",53,2,319,1,87,1,232,26.474281,0.00014200000000030855,0,0
"41.177.26.176",44488,"41.177.202.202",53,2,346,1,90,1,256,26.478254,0.00015400000000198588,0,0
"41.177.26.176",44489,"41.177.202.202",53,2,319,1,87,1,232,26.478798,0.00015199999999992997,0,0
"41.177.26.176",44490,"41.177.202.202",53,2,319,1,87,1,232,26.479689,0.00013699999999872148,0,0
"41.177.26.176",44491,"41.177.202.202",53,2,319,1,87,1,232,26.488107,0.0001390000000007774,0,0
"41.177.26.176",44492,"41.177.202.202",53,2,346,1,90,1,256,26.491623,0.00014600000000086766,0,0
"41.177.26.176",44493,"41.177.202.202",53,2,319,1,87,1,232,26.492194,0.00013699999999872148,0,0
"41.177.26.176",44494,"41.177.202.202",53,2,319,1,87,1,232,26.493046,0.0001299999999986312,0,0
"41.177.26.176",44495,"41.177.202.202",53,2,404,1,89,1,315,26.540847,0.00017700000000075988,0,0
"41.177.26.176",44496,"41.177.202.202",53,2,390,1,98,1,292,26.541460999999998,0.00014700000000189561,0,0
"41.177.26.176",44497,"41.177.202.202",53,2,390,1,98,1,292,26.542318,0.00015199999999992997,0,0
"41.177.26.176",44498,"41.177.202.202",53,2,404,1,89,1,315,26.572628,0.00015399999999843317,0,0
"41.177.26.176",44499,"41.177.202.202",53,2,390,1,98,1,292,26.573232,0.00015799999999899228,0,0
"41.177.26.176",44500,"41.177.202.202",53,2,390,1,98,1,292,26.574179,0.00012500000000059686,0,0
"41.177.26.176",44501,"41.177.202.202",53,2,319,1,89,1,230,26.675114,0.0001490000000003988,0,0
"41.177.26.176",44502,"41.177.202.202",53,2,319,1,89,1,230,26.675527,0.0001430000000013365,0,0
"41.177.26.176",44503,"41.177.202.202",53,2,273,1,89,1,184,26.675823,0.00012899999999760325,0,0
"41.177.26.176",44504,"41.177.202.202",53,2,319,1,89,1,230,26.676016,0.00013999999999825263,0,0
"41.177.26.176",44505,"41.177.202.202",53,2,277,1,91,1,186,26.676197,0.0001260000000016248,0,0
"41.177.26.176",44506,"41.177.202.202",53,2,319,1,89,1,230,26.676595,0.00014400000000236446,0,0
"41.177.26.176",44507,"41.177.202.202",53,2,273,1,89,1,184,26.676779,0.00012500000000059686,0,0
"41.177.26.176",44508,"41.177.202.202",53,2,319,1,89,1,230,26.677019,0.00014200000000030855,0,0
"41.177.26.176",44510,"41.177.202.202",53,2,277,1,91,1,186,26.67745,0.00014999999999787406,0,0
"41.177.26.176",44509,"41.177.202.202",53,2,273,1,89,1,184,26.67748,0.0001430000000013365,0,0
"41.177.26.176",44511,"41.177.202.202",53,2,277,1,91,1,186,26.677503,0.00014399999999881175,0,0
"41.177.26.176",44512,"41.177.202.202",53,2,273,1,89,1,184,26.677762,0.00013099999999965917,0,0
"41.177.26.176",44513,"41.177.202.202",53,2,273,1,89,1,184,26.678271,0.00013300000000171508,0,0
"41.177.26.176",44514,"41.177.202.202",53,2,277,1,91,1,186,26.678609,0.00012199999999751299,0,0
"41.177.26.176",44515,"41.177.202.202",53,2,273,1,89,1,184,26.678754,0.00010599999999882925,0,0
"41.177.26.176",44516,"41.177.202.202",53,2,319,1,87,1,232,26.690357,0.0001449999999998397,0,0
"41.177.26.176",44517,"41.177.202.202",53,2,346,1,90,1,256,26.718564,0.00015199999999992997,0,0
"41.177.26.176",44518,"41.177.202.202",53,2,319,1,87,1,232,26.719531,0.00013200000000068712,0,0
"41.177.26.176",44519,"41.177.202.202",53,2,319,1,87,1,232,26.720611,0.00013599999999769352,0,0
"41.177.26.176",44520,"41.177.202.202",53,2,319,1,87,1,232,26.736333,0.0001390000000007774,0,0
"41.177.26.176",44521,"41.177.202.202",53,2,346,1,90,1,256,26.739366,0.0001409999999992806,0,0
"41.177.26.176",44523,"41.177.202.202",53,2,319,1,87,1,232,26.739892,0.00010999999999938836,0,0
"41.177.26.176",44522,"41.177.202.202",53,2,404,1,89,1,315,26.739897,0.00015499999999946112,0,0
"41.177.26.176",44524,"41.177.202.202",53,2,390,1,98,1,292,26.740492,0.0001600000000010482,0,0
"41.177.26.176",44525,"41.177.202.202",53,2,319,1,87,1,232,26.740818,0.00013999999999825263,0,0
"41.177.26.176",44526,"41.177.202.202",53,2,390,1,98,1,292,26.74152,0.00014799999999937086,0,0
"41.177.26.176",44527,"41.177.202.202",53,2,319,1,87,1,232,26.746512,0.0001449999999998397,0,0
"41.177.26.176",44528,"41.177.202.202",53,2,346,1,90,1,256,26.749302,0.00015600000000048908,0,0
"41.177.26.176",44529,"41.177.202.202",53,2,319,1,87,1,232,26.749847,0.00015199999999992997,0,0
"41.177.26.176",44530,"41.177.202.202",53,2,319,1,87,1,232,26.750706,0.00014999999999787406,0,0
"41.177.26.176",44531,"41.177.202.202",53,2,404,1,89,1,315,26.755078,0.0001660000000001105,0,0
"41.177.26.176",44532,"41.177.202.202",53,2,390,1,98,1,292,26.755866,0.0002460000000006346,0,0
"41.177.26.176",44533,"41.177.202.202",53,2,390,1,98,1,292,26.756963,0.00015400000000198588,0,0
"41.177.26.176",44534,"41.177.202.202",53,2,404,1,89,1,315,26.856814,0.00014799999999937086,0,0
"41.177.26.176",44535,"41.177.202.202",53,2,390,1,98,1,292,26.857403,0.00015900000000002024,0,0
"41.177.26.176",44536,"41.177.202.202",53,2,390,1,98,1,292,26.858353,0.0001449999999998397,0,0
"41.177.26.176",44537,"41.177.202.202",53,2,404,1,89,1,315,26.982723,0.00016899999999964166,0,0
"41.177.26.176",44538,"41.177.202.202",53,2,390,1,98,1,292,26.983363,0.00016300000000057935,0,0
"41.177.26.176",44539,"41.177.202.202",53,2,390,1,98,1,292,26.984297,0.00014399999999881175,0,0
"41.177.26.176",44540,"41.177.202.202",53,2,404,1,89,1,315,27.060682,0.00015499999999946112,0,0
"41.177.26.176",44541,"41.177.202.202",53,2,390,1,98,1,292,27.061294,0.00019500000000149953,0,0
"41.177.26.176",44542,"41.177.202.202",53,2,390,1,98,1,292,27.06232,0.00014000000000180535,0,0
"41.177.26.176",44543,"41.177.202.202",53,2,404,1,89,1,315,27.129524,0.00017400000000122873,0,0
"41.177.26.176",44544,"41.177.202.202",53,2,390,1,98,1,292,27.130157,0.00014999999999787406,0,0
"41.177.26.176",44545,"41.177.202.202",53,2,390,1,98,1,292,27.131096,0.00011399999999994748,0,0
"41.177.26.176",44546,"41.177.202.202",53,2,404,1,89,1,315,27.340399,0.0001429999999977838,0,0
"41.177.26.176",44547,"41.177.202.202",53,2,390,1,98,1,292,27.341099,0.00013300000000171508,0,0
"41.177.26.176",44548,"41.177.202.202",53,2,390,1,98,1,292,27.342044,0.0001619999999995514,0,0
"41.177.26.176",44549,"41.177.202.202",53,2,404,1,89,1,315,27.354679,0.0001619999999995514,0,0
"41.177.26.176",44550,"41.177.202.202",53,2,390,1,98,1,292,27.35529,0.00014600000000086766,0,0
"41.177.26.176",44551,"41.177.202.202",53,2,390,1,98,1,292,27.356191,0.0001370000000022742,0,0
"41.177.26.176",44552,"41.177.202.202",53,2,404,1,89,1,315,27.366328,0.00016100000000207615,0,0
"41.177.26.176",44553,"41.177.202.202",53,2,390,1,98,1,292,27.367039,0.00015199999999992997,0,0
"41.177.26.176",44554,"41.177.202.202",53,2,390,1,98,1,292,27.36793,0.00014399999999881175,0,0
"41.177.26.176",44555,"41.177.202.202",53,2,404,1,89,1,315,27.413019,0.00014600000000086766,0,0
"41.177.26.176",44556,"41.177.202.202",53,2,390,1,98,1,292,27.413595,0.00014399999999881175,0,0
"41.177.26.176",44557,"41.177.202.202",53,2,390,1,98,1,292,27.414563,0.00014999999999787406,0,0
"41.177.26.176",44558,"41.177.202.202",53,2,319,1,87,1,232,27.451325,0.00014999999999787406,0,0
"41.177.26.176",44559,"41.177.202.202",53,2,397,1,90,1,307,27.468856,0.00017100000000169757,0,0
"41.177.26.176",44560,"41.177.202.202",53,2,371,1,88,1,283,27.469857,0.00014599999999731494,0,0
"41.177.26.176",44561,"41.177.202.202",53,2,371,1,88,1,283,27.470991,0.00012299999999854094,0,0
"41.177.26.176",44562,"41.177.202.202",53,2,346,1,90,1,256,27.47974,0.00014399999999881175,0,0
"41.177.26.176",44563,"41.177.202.202",53,2,319,1,87,1,232,27.480427,0.00014600000000086766,0,0
"41.177.26.176",44564,"41.177.202.202",53,2,319,1,87,1,232,27.481432,0.0001469999999983429,0,0
"41.177.26.176",44565,"41.177.202.202",53,2,319,1,87,1,232,27.497404,0.00014799999999937086,0,0
"41.177.26.176",44566,"41.177.202.202",53,2,346,1,90,1,256,27.500783,0.00015300000000095793,0,0
"41.177.26.176",44567,"41.177.202.202",53,2,319,1,87,1,232,27.501414,0.00013699999999872148,0,0
"41.177.26.176",44568,"41.177.202.202",53,2,319,1,87,1,232,27.502284,0.000280000000000058,0,0
"41.177.26.176",44569,"41.177.202.202",53,2,319,1,87,1,232,27.507988,0.00014399999999881175,0,0
"41.177.26.176",44570,"41.177.202.202",53,2,346,1,90,1,256,27.512267,0.00014799999999937086,0,0
"41.177.26.176",44571,"41.177.202.202",53,2,319,1,87,1,232,27.512853,0.00013799999999974943,0,0
"41.177.26.176",44572,"41.177.202.202",53,2,319,1,87,1,232,27.513737,0.0001370000000022742,0,0
