"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.26.176",50806,"41.177.202.202",53,2,371,1,88,1,283,166.87713,0.0001650000000097407,0,0
"41.177.26.176",50807,"41.177.202.202",53,2,371,1,88,1,283,166.877998,0.00014600000000086766,0,0
"41.177.26.176",50808,"41.177.202.202",53,2,319,1,87,1,232,166.951084,0.00014500000000339242,0,0
"41.177.26.176",50809,"41.177.202.202",53,2,346,1,90,1,256,166.978822,0.00015199999998571911,0,0
"41.177.26.176",50810,"41.177.202.202",53,2,319,1,87,1,232,166.979428,0.00013399999997432133,0,0
"41.177.26.176",50811,"41.177.202.202",53,2,319,1,87,1,232,166.980275,0.0001469999999983429,0,0
"41.177.26.176",50812,"41.177.202.202",53,2,319,1,87,1,232,166.996093,0.00014600000000086766,0,0
"41.177.26.176",50813,"41.177.202.202",53,2,346,1,90,1,256,166.998587,0.00014800000002423985,0,0
"41.177.26.176",50814,"41.177.202.202",53,2,319,1,87,1,232,166.999098,0.00013500000000021828,0,0
"41.177.26.176",50815,"41.177.202.202",53,2,319,1,87,1,232,166.999906,0.00013599999999769352,0,0
"41.177.26.176",50816,"41.177.202.202",53,2,319,1,87,1,232,167.005325,0.0001399999999875945,0,0
"41.177.26.176",50817,"41.177.202.202",53,2,346,1,90,1,256,167.00966,0.00014799999999581814,0,0
"41.177.26.176",50818,"41.177.202.202",53,2,319,1,87,1,232,167.010345,0.00014799999999581814,0,0
"41.177.26.176",50819,"41.177.202.202",53,2,319,1,87,1,232,167.011323,0.00013699999999516876,0,0
"41.177.26.176",50820,"41.177.202.202",53,2,407,1,90,1,317,167.142349,0.00017600000001039007,0,0
"41.177.26.176",50821,"41.177.202.202",53,2,392,1,99,1,293,167.143022,0.00014999999999076863,0,0
"41.177.26.176",50822,"41.177.202.202",53,2,392,1,99,1,293,167.143973,0.00014500000000339242,0,0
"41.177.26.176",50823,"41.177.202.202",53,2,407,1,90,1,317,167.328507,0.00016899999999964166,0,0
"41.177.26.176",50824,"41.177.202.202",53,2,392,1,99,1,293,167.329109,0.00014800000002423985,0,0
"41.177.26.176",50825,"41.177.202.202",53,2,392,1,99,1,293,167.330063,0.00014899999999329339,0,0
"41.177.26.176",50826,"41.177.202.202",53,2,407,1,90,1,317,167.397786,0.00015300000001161607,0,0
"41.177.26.176",50827,"41.177.202.202",53,2,392,1,99,1,293,167.39841,0.00013199999997937084,0,0
"41.177.26.176",50828,"41.177.202.202",53,2,392,1,99,1,293,167.399345,0.0001239999999995689,0,0
"41.177.26.176",50829,"41.177.202.202",53,2,407,1,90,1,317,167.400522,0.00015200000001414082,0,0
"41.177.26.176",50830,"41.177.202.202",53,2,392,1,99,1,293,167.401145,0.00014399999997749546,0,0
"41.177.26.176",50831,"41.177.202.202",53,2,392,1,99,1,293,167.402024,0.00014600000000086766,0,0
"41.177.26.176",50832,"41.177.202.202",53,2,407,1,90,1,317,167.533064,0.0001630000000147902,0,0
"41.177.26.176",50833,"41.177.202.202",53,2,392,1,99,1,293,167.533656,0.00015099999998824387,0,0
"41.177.26.176",50834,"41.177.202.202",53,2,392,1,99,1,293,167.534684,0.00014300000000844193,0,0
"41.177.26.176",50835,"41.177.202.202",53,2,407,1,90,1,317,167.548565,0.00015799999999899228,0,0
"41.177.26.176",50836,"41.177.202.202",53,2,392,1,99,1,293,167.550244,0.00015700000000151704,0,0
"41.177.26.176",50837,"41.177.202.202",53,2,392,1,99,1,293,167.551655,0.0001469999999983429,0,0
"41.177.26.176",50838,"41.177.202.202",53,2,370,1,90,1,280,167.614577,0.00016800000000216642,0,0
"41.177.26.176",50839,"41.177.202.202",53,2,353,1,97,1,256,167.615211,0.00014600000000086766,0,0
"41.177.26.176",50840,"41.177.202.202",53,2,353,1,97,1,256,167.616208,0.0001650000000097407,0,0
"41.177.26.176",50841,"41.177.202.202",53,2,407,1,90,1,317,167.628888,0.0001650000000097407,0,0
"41.177.26.176",50842,"41.177.202.202",53,2,392,1,99,1,293,167.629971,0.00015099999998824387,0,0
"41.177.26.176",50843,"41.177.202.202",53,2,392,1,99,1,293,167.631107,0.00017600000001039007,0,0
"41.177.26.176",50844,"41.177.202.202",53,2,319,1,87,1,232,167.668892,0.00014999999999076863,0,0
"41.177.26.176",50845,"41.177.202.202",53,2,319,1,87,1,232,167.687282,0.00013899999999011925,0,0
"41.177.26.176",50846,"41.177.202.202",53,2,346,1,90,1,256,167.698913,0.00014999999999076863,0,0
"41.177.26.176",50847,"41.177.202.202",53,2,319,1,87,1,232,167.699543,0.00014199999998254498,0,0
"41.177.26.176",50848,"41.177.202.202",53,2,319,1,87,1,232,167.700545,0.00013699999999516876,0,0
"41.177.26.176",50849,"41.177.202.202",53,2,319,1,87,1,232,167.716177,0.00016700000000469117,0,0
"41.177.26.176",50850,"41.177.202.202",53,2,346,1,90,1,256,167.719281,0.00014400000000591717,0,0
"41.177.26.176",50851,"41.177.202.202",53,2,346,1,90,1,256,167.719562,0.0001310000000103173,0,0
"41.177.26.176",50852,"41.177.202.202",53,2,319,1,87,1,232,167.72003,0.00014399999997749546,0,0
"41.177.26.176",50853,"41.177.202.202",53,2,319,1,87,1,232,167.720193,9.800000000836917e-5,0,0
"41.177.26.176",50854,"41.177.202.202",53,2,319,1,87,1,232,167.721179,0.0001469999999983429,0,0
"41.177.26.176",50855,"41.177.202.202",53,2,319,1,87,1,232,167.721379,9.799999997994746e-5,0,0
"41.177.26.176",50856,"41.177.202.202",53,2,407,1,90,1,317,167.724914,0.00013599999999769352,0,0
"41.177.26.176",50857,"41.177.202.202",53,2,392,1,99,1,293,167.725601,0.00013500000000021828,0,0
"41.177.26.176",50858,"41.177.202.202",53,2,392,1,99,1,293,167.727178,0.00012799999998946987,0,0
"41.177.26.176",50859,"41.177.202.202",53,2,319,1,87,1,232,167.731592,0.00014899999999329339,0,0
"41.177.26.176",50860,"41.177.202.202",53,2,346,1,90,1,256,167.734829,0.00019700000001421358,0,0
"41.177.26.176",50861,"41.177.202.202",53,2,319,1,87,1,232,167.735507,0.000137999999992644,0,0
"41.177.26.176",50862,"41.177.202.202",53,2,319,1,87,1,232,167.736435,0.00012000000000966793,0,0
"41.177.26.176",50863,"41.177.202.202",53,2,319,1,87,1,232,167.739789,0.00011799999998629573,0,0
"41.177.26.176",50864,"41.177.202.202",53,2,346,1,90,1,256,167.743716,0.00014500000000339242,0,0
"41.177.26.176",50865,"41.177.202.202",53,2,319,1,87,1,232,167.744497,0.00012300000000209366,0,0
"41.177.26.176",50866,"41.177.202.202",53,2,319,1,87,1,232,167.745665,0.00010900000000901855,0,0
"41.177.26.176",50867,"41.177.202.202",53,2,319,1,87,1,232,167.754674,0.0001239999999995689,0,0
"41.177.26.176",50868,"41.177.202.202",53,2,346,1,90,1,256,167.757813,0.00015799999999899228,0,0
"41.177.26.176",50869,"41.177.202.202",53,2,319,1,87,1,232,167.75839,0.0001400000000160162,0,0
"41.177.26.176",50870,"41.177.202.202",53,2,319,1,87,1,232,167.759383,0.0001399999999875945,0,0
"41.177.26.176",50871,"41.177.202.202",53,2,407,1,90,1,317,167.88655,0.0001699999999971169,0,0
"41.177.26.176",50872,"41.177.202.202",53,2,392,1,99,1,293,167.887231,0.00015599999997562009,0,0
"41.177.26.176",50873,"41.177.202.202",53,2,392,1,99,1,293,167.888594,0.00014799999999581814,0,0
"41.177.26.176",50874,"41.177.202.202",53,2,364,1,88,1,276,167.933526,0.00014500000000339242,0,0
"41.177.26.176",50875,"41.177.202.202",53,2,349,1,95,1,254,167.934149,0.00014500000000339242,0,0
"41.177.26.176",50876,"41.177.202.202",53,2,349,1,95,1,254,167.935066,0.00013699999999516876,0,0
"41.177.26.176",50877,"41.177.202.202",53,2,344,1,90,1,254,168.088715,0.00015700000000151704,0,0
"41.177.26.176",50878,"41.177.202.202",53,2,315,1,85,1,230,168.089492,0.00014299999998002022,0,0
"41.177.26.176",50879,"41.177.202.202",53,2,397,1,90,1,307,168.094341,0.00015300000001161607,0,0
"41.177.26.176",50880,"41.177.202.202",53,2,371,1,88,1,283,168.09485,0.00013500000000021828,0,0
"41.177.26.176",50881,"41.177.202.202",53,2,407,1,90,1,317,168.187932,0.00017600000001039007,0,0
"41.177.26.176",50882,"41.177.202.202",53,2,392,1,99,1,293,168.188562,0.00015300000001161607,0,0
"41.177.26.176",50883,"41.177.202.202",53,2,392,1,99,1,293,168.189451,0.00014600000000086766,0,0
"41.177.26.176",50884,"41.177.202.202",53,2,407,1,90,1,317,168.237164,0.0001330000000052678,0,0
"41.177.26.176",50885,"41.177.202.202",53,2,392,1,99,1,293,168.237731,0.0001469999999983429,0,0
"41.177.26.176",50886,"41.177.202.202",53,2,392,1,99,1,293,168.238557,0.00015300000001161607,0,0
"41.177.26.176",50887,"41.177.202.202",53,2,319,1,87,1,232,168.255051,0.00013599999999769352,0,0
"41.177.26.176",50888,"41.177.202.202",53,2,346,1,90,1,256,168.284201,0.00014600000000086766,0,0
"41.177.26.176",50889,"41.177.202.202",53,2,319,1,87,1,232,168.284766,0.0001540000000090913,0,0
"41.177.26.176",50890,"41.177.202.202",53,2,319,1,87,1,232,168.285641,0.0001310000000103173,0,0
"41.177.26.176",50891,"41.177.202.202",53,2,344,1,90,1,254,168.297326,0.00015500000000656655,0,0
"41.177.26.176",50892,"41.177.202.202",53,2,315,1,85,1,230,168.298076,0.00011200000000144428,0,0
"41.177.26.176",50893,"41.177.202.202",53,2,397,1,90,1,307,168.302855,0.0001719999999920674,0,0
"41.177.26.176",50894,"41.177.202.202",53,2,371,1,88,1,283,168.303405,0.00015099999998824387,0,0
"41.177.26.176",50895,"41.177.202.202",53,2,319,1,87,1,232,168.319915,0.00014500000000339242,0,0
"41.177.26.176",50896,"41.177.202.202",53,2,346,1,90,1,256,168.322903,0.00015200000001414082,0,0
"41.177.26.176",50897,"41.177.202.202",53,2,319,1,87,1,232,168.323431,0.00013200000000779255,0,0
"41.177.26.176",50898,"41.177.202.202",53,2,319,1,87,1,232,168.324271,0.00014799999999581814,0,0
"41.177.26.176",50899,"41.177.202.202",53,2,319,1,87,1,232,168.330384,0.00014199999998254498,0,0
"41.177.26.176",50900,"41.177.202.202",53,2,346,1,90,1,256,168.333274,0.00015700000000151704,0,0
"41.177.26.176",50901,"41.177.202.202",53,2,319,1,87,1,232,168.333886,0.0001309999999818956,0,0
"41.177.26.176",50902,"41.177.202.202",53,2,319,1,87,1,232,168.334878,0.0001399999999875945,0,0
"41.177.26.176",50903,"41.177.202.202",53,2,319,1,87,1,232,168.336484,0.00014299999998002022,0,0
"41.177.26.176",50904,"41.177.202.202",53,2,346,1,90,1,256,168.364187,0.00013800000002106572,0,0
"41.177.26.176",50905,"41.177.202.202",53,2,319,1,87,1,232,168.364832,0.000137999999992644,0,0
"41.177.26.176",50906,"41.177.202.202",53,2,319,1,87,1,232,168.366109,0.00013699999999516876,0,0
"41.177.26.176",50907,"41.177.202.202",53,2,319,1,87,1,232,168.405665,0.00014600000000086766,0,0
"41.177.26.176",50908,"41.177.202.202",53,2,346,1,90,1,256,168.409281,0.0001560000000040418,0,0
"41.177.26.176",50909,"41.177.202.202",53,2,319,1,87,1,232,168.41022,0.00013299999997684608,0,0
"41.177.26.176",50910,"41.177.202.202",53,2,319,1,87,1,232,168.411434,0.0001399999999875945,0,0
"41.177.26.176",50911,"41.177.202.202",53,2,319,1,87,1,232,168.419758,0.00014999999999076863,0,0
"41.177.26.176",50912,"41.177.202.202",53,2,346,1,90,1,256,168.422964,0.00014600000000086766,0,0
"41.177.26.176",50913,"41.177.202.202",53,2,319,1,87,1,232,168.423777,0.000137999999992644,0,0
"41.177.26.176",50914,"41.177.202.202",53,2,319,1,87,1,232,168.424827,0.0001469999999983429,0,0
"41.177.26.176",50915,"41.177.202.202",53,2,407,1,90,1,317,168.467447,0.0001630000000147902,0,0
"41.177.26.176",50916,"41.177.202.202",53,2,392,1,99,1,293,168.468202,0.0001490000000217151,0,0
"41.177.26.176",50917,"41.177.202.202",53,2,392,1,99,1,293,168.469212,0.00014799999999581814,0,0
"41.177.26.176",50918,"41.177.202.202",53,2,397,1,90,1,307,168.581029,0.0001880000000085147,0,0
"41.177.26.176",50919,"41.177.202.202",53,2,371,1,88,1,283,168.581684,0.00014899999999329339,0,0
"41.177.26.176",50920,"41.177.202.202",53,2,371,1,88,1,283,168.582625,0.00014299999998002022,0,0
"41.177.26.176",50921,"41.177.202.202",53,2,407,1,90,1,317,168.699789,0.00017099999999459214,0,0
"41.177.26.176",50922,"41.177.202.202",53,2,392,1,99,1,293,168.700518,0.00016000000002236447,0,0
"41.177.26.176",50923,"41.177.202.202",53,2,392,1,99,1,293,168.701372,0.00016200000001731496,0,0
"41.177.26.176",50924,"41.177.202.202",53,2,407,1,90,1,317,168.754146,0.00013800000002106572,0,0
"41.177.26.176",50925,"41.177.202.202",53,2,392,1,99,1,293,168.754773,0.00013400000000274304,0,0
"41.177.26.176",50926,"41.177.202.202",53,2,392,1,99,1,293,168.755615,0.00012200000000461841,0,0
"41.177.26.176",50927,"41.177.202.202",53,2,472,1,77,1,395,168.98734,0.00018200000002366323,0,0
"41.177.26.176",50928,"41.177.202.202",53,2,317,1,86,1,231,168.988071,0.0001400000000160162,0,0
"41.177.26.176",50929,"41.177.202.202",53,2,317,1,86,1,231,168.989074,0.00014400000000591717,0,0
"41.177.26.176",50930,"41.177.202.202",53,2,317,1,86,1,231,168.989862,0.0001239999999995689,0,0
"41.177.26.176",50931,"41.177.202.202",53,2,317,1,86,1,231,168.990483,0.00013899999999011925,0,0
"41.177.26.176",50932,"41.177.202.202",53,2,317,1,86,1,231,168.991082,0.00013500000000021828,0,0
"41.177.26.176",50933,"41.177.202.202",53,2,483,1,80,1,403,169.00797,0.00018099999999776628,0,0
"41.177.26.176",50934,"41.177.202.202",53,2,317,1,86,1,231,169.008855,0.00013599999999769352,0,0
"41.177.26.176",50935,"41.177.202.202",53,2,317,1,86,1,231,169.009463,0.00014099999998506973,0,0
"41.177.26.176",50936,"41.177.202.202",53,2,317,1,86,1,231,169.010054,0.000137999999992644,0,0
"41.177.26.176",50937,"41.177.202.202",53,2,317,1,86,1,231,169.010652,0.00013599999999769352,0,0
"41.177.26.176",50938,"41.177.202.202",53,2,317,1,86,1,231,169.011379,0.00014899999999329339,0,0
"41.177.26.176",50939,"41.177.202.202",53,2,407,1,90,1,317,169.033009,0.0001720000000204891,0,0
"41.177.26.176",50940,"41.177.202.202",53,2,392,1,99,1,293,169.033682,0.00014500000000339242,0,0
"41.177.26.176",50941,"41.177.202.202",53,2,392,1,99,1,293,169.03454,0.00015000000001919034,0,0
"41.177.26.176",50942,"41.177.202.202",53,2,407,1,90,1,317,169.145292,0.00016599999997879422,0,0
"41.177.26.176",50943,"41.177.202.202",53,2,392,1,99,1,293,169.146231,0.00015300000001161607,0,0
"41.177.26.176",50944,"41.177.202.202",53,2,392,1,99,1,293,169.147224,0.00014400000000591717,0,0
"41.177.26.176",50945,"41.177.202.202",53,2,319,1,87,1,232,169.210839,0.00015300000001161607,0,0
"41.177.26.176",50946,"41.177.202.202",53,2,346,1,90,1,256,169.238599,0.00014799999999581814,0,0
"41.177.26.176",50947,"41.177.202.202",53,2,319,1,87,1,232,169.23918,0.00014600000000086766,0,0
"41.177.26.176",50948,"41.177.202.202",53,2,319,1,87,1,232,169.240049,0.00014100000001349144,0,0
"41.177.26.176",50949,"41.177.202.202",53,2,319,1,87,1,232,169.274077,0.0001770000000078653,0,0
"41.177.26.176",50950,"41.177.202.202",53,2,346,1,90,1,256,169.277338,0.00015000000001919034,0,0
"41.177.26.176",50951,"41.177.202.202",53,2,319,1,87,1,232,169.277923,0.00013600000002611523,0,0
"41.177.26.176",50952,"41.177.202.202",53,2,319,1,87,1,232,169.278757,0.00013599999999769352,0,0
"41.177.26.176",50953,"41.177.202.202",53,2,319,1,87,1,232,169.284426,0.00013400000000274304,0,0
"41.177.26.176",50954,"41.177.202.202",53,2,346,1,90,1,256,169.287757,0.00014500000000339242,0,0
"41.177.26.176",50955,"41.177.202.202",53,2,319,1,87,1,232,169.288363,0.00018099999999776628,0,0
"41.177.26.176",50956,"41.177.202.202",53,2,319,1,87,1,232,169.289337,0.00015200000001414082,0,0
"41.177.26.176",50957,"41.177.202.202",53,2,407,1,90,1,317,169.292255,0.00015799999999899228,0,0
"41.177.26.176",50958,"41.177.202.202",53,2,392,1,99,1,293,169.293113,0.00013500000000021828,0,0
"41.177.26.176",50959,"41.177.202.202",53,2,392,1,99,1,293,169.294176,0.0001330000000052678,0,0
"41.177.26.176",50960,"41.177.202.202",53,2,319,1,87,1,232,169.33747,0.00015500000000656655,0,0
"41.177.26.176",50961,"41.177.202.202",53,2,346,1,90,1,256,169.365307,0.00017399999998701787,0,0
"41.177.26.176",50962,"41.177.202.202",53,2,319,1,87,1,232,169.365974,0.00013699999999516876,0,0
"41.177.26.176",50963,"41.177.202.202",53,2,319,1,87,1,232,169.366831,0.00013700000002359047,0,0
"41.177.26.176",50964,"41.177.202.202",53,2,319,1,87,1,232,169.402101,0.00014800000002423985,0,0
"41.177.26.176",50965,"41.177.202.202",53,2,346,1,90,1,256,169.404932,0.000160999999991418,0,0
"41.177.26.176",50966,"41.177.202.202",53,2,319,1,87,1,232,169.405699,0.00014400000000591717,0,0
"41.177.26.176",50967,"41.177.202.202",53,2,319,1,87,1,232,169.406725,0.00015000000001919034,0,0
"41.177.26.176",50968,"41.177.202.202",53,2,319,1,87,1,232,169.416253,0.00013899999999011925,0,0
"41.177.26.176",50969,"41.177.202.202",53,2,346,1,90,1,256,169.420058,0.0001469999999983429,0,0
"41.177.26.176",50970,"41.177.202.202",53,2,319,1,87,1,232,169.420595,0.00013800000002106572,0,0
"41.177.26.176",50971,"41.177.202.202",53,2,319,1,87,1,232,169.421428,0.00012499999999704414,0,0
"41.177.26.176",50972,"41.177.202.202",53,2,407,1,90,1,317,169.424837,0.00016200000001731496,0,0
"41.177.26.176",50973,"41.177.202.202",53,2,392,1,99,1,293,169.425839,0.0001650000000097407,0,0
"41.177.26.176",50974,"41.177.202.202",53,2,392,1,99,1,293,169.426993,0.00014500000000339242,0,0
"41.177.26.176",50975,"41.177.202.202",53,2,407,1,90,1,317,169.481213,0.00016400000001226545,0,0
"41.177.26.176",50976,"41.177.202.202",53,2,392,1,99,1,293,169.48178,0.0001490000000217151,0,0
"41.177.26.176",50977,"41.177.202.202",53,2,392,1,99,1,293,169.482639,0.00014600000000086766,0,0
"41.177.26.176",50978,"41.177.202.202",53,2,407,1,90,1,317,169.622486,0.00016199999998889325,0,0
"41.177.26.176",50979,"41.177.202.202",53,2,392,1,99,1,293,169.623094,0.0001289999999869451,0,0
"41.177.26.176",50980,"41.177.202.202",53,2,392,1,99,1,293,169.623992,0.0001470000000267646,0,0
"41.177.26.176",50981,"41.177.202.202",53,2,407,1,90,1,317,169.815373,0.00018299999999271677,0,0
"41.177.26.176",50982,"41.177.202.202",53,2,392,1,99,1,293,169.816059,0.0001469999999983429,0,0
"41.177.26.176",50983,"41.177.202.202",53,2,392,1,99,1,293,169.816928,0.00015500000000656655,0,0
"41.177.26.176",50984,"41.177.202.202",53,2,407,1,90,1,317,169.916371,0.0001790000000028158,0,0
"41.177.26.176",50985,"41.177.202.202",53,2,392,1,99,1,293,169.91701,0.00016700000000469117,0,0
"41.177.26.176",50986,"41.177.202.202",53,2,392,1,99,1,293,169.917903,0.00015700000000151704,0,0
"41.177.26.176",50987,"41.177.202.202",53,2,407,1,90,1,317,169.989481,0.00015799999999899228,0,0
"41.177.26.176",50988,"41.177.202.202",53,2,392,1,99,1,293,169.990085,0.00015000000001919034,0,0
"41.177.26.176",50989,"41.177.202.202",53,2,392,1,99,1,293,169.99097,0.00014199999998254498,0,0
"41.177.26.176",50990,"41.177.202.202",53,2,397,1,90,1,307,170.06234,0.00018299999999271677,0,0
"41.177.26.176",50991,"41.177.202.202",53,2,371,1,88,1,283,170.063015,0.00015199999998571911,0,0
"41.177.26.176",50992,"41.177.202.202",53,2,371,1,88,1,283,170.063901,0.0001470000000267646,0,0
"41.177.26.176",50993,"41.177.202.202",53,2,407,1,90,1,317,170.095695,0.00016499999998131898,0,0
"41.177.26.176",50994,"41.177.202.202",53,2,392,1,99,1,293,170.096374,0.0001630000000147902,0,0
"41.177.26.176",50995,"41.177.202.202",53,2,392,1,99,1,293,170.097384,0.00015099999998824387,0,0
"41.177.26.176",50996,"41.177.202.202",53,2,407,1,90,1,317,170.171217,0.0001629999999863685,0,0
"41.177.26.176",50997,"41.177.202.202",53,2,392,1,99,1,293,170.171906,0.00015099999998824387,0,0
"41.177.26.176",50998,"41.177.202.202",53,2,392,1,99,1,293,170.172781,0.00015000000001919034,0,0
"41.177.26.176",50999,"41.177.202.202",53,2,319,1,87,1,232,170.368766,0.0001420000000109667,0,0
"41.177.26.176",51000,"41.177.202.202",53,2,346,1,90,1,256,170.401159,0.00014600000000086766,0,0
"41.177.26.176",51001,"41.177.202.202",53,2,319,1,87,1,232,170.401756,0.00013699999999516876,0,0
"41.177.26.176",51002,"41.177.202.202",53,2,319,1,87,1,232,170.402722,0.00013299999997684608,0,0
"41.177.26.176",51003,"41.177.202.202",53,2,407,1,90,1,317,170.41111,0.00017599999998196836,0,0
"41.177.26.176",51004,"41.177.202.202",53,2,392,1,99,1,293,170.411736,0.0001490000000217151,0,0
"41.177.26.176",51005,"41.177.202.202",53,2,392,1,99,1,293,170.412583,0.00014799999999581814,0,0
"41.177.26.176",51006,"41.177.202.202",53,2,319,1,87,1,232,170.421898,0.00013899999999011925,0,0
"41.177.26.176",51007,"41.177.202.202",53,2,346,1,90,1,256,170.425846,0.00014600000000086766,0,0
"41.177.26.176",51008,"41.177.202.202",53,2,319,1,87,1,232,170.426437,0.00013400000000274304,0,0
"41.177.26.176",51009,"41.177.202.202",53,2,319,1,87,1,232,170.427387,0.00014899999999329339,0,0
"41.177.26.176",51010,"41.177.202.202",53,2,319,1,87,1,232,170.433767,0.0001490000000217151,0,0
"41.177.26.176",51011,"41.177.202.202",53,2,346,1,90,1,256,170.436081,0.00014500000000339242,0,0
"41.177.26.176",51012,"41.177.202.202",53,2,319,1,87,1,232,170.436606,0.00015899999999646752,0,0
"41.177.26.176",51013,"41.177.202.202",53,2,319,1,87,1,232,170.437436,0.00014300000000844193,0,0
"41.177.26.176",51014,"41.177.202.202",53,2,407,1,90,1,317,170.645491,0.00016400000001226545,0,0
"41.177.26.176",51015,"41.177.202.202",53,2,392,1,99,1,293,170.646102,0.00018899999997756822,0,0
"41.177.26.176",51016,"41.177.202.202",53,2,392,1,99,1,293,170.647189,0.0001540000000090913,0,0
"41.177.26.176",51017,"41.177.202.202",53,2,407,1,90,1,317,170.704052,0.00016400000001226545,0,0
"41.177.26.176",51018,"41.177.202.202",53,2,392,1,99,1,293,170.704754,0.0001469999999983429,0,0
"41.177.26.176",51019,"41.177.202.202",53,2,392,1,99,1,293,170.705739,0.0001400000000160162,0,0
